,Account Length,Area Code,Churn?,CustServ Calls,Day Calls,Day Charge,Day Mins,Eve Calls,Eve Charge,Eve Mins,Int'l Plan,Intl Calls,Intl Charge,Intl Mins,Night Calls,Night Charge,Night Mins,Phone,State,VMail Message,VMail Plan
1871,15,510,False.,2,80,24.040000,141.400000,76,10.530000,123.900000,yes,3,2.190000,8.100000,88,14.560000,323.500000,394-3312,NY,0,no
1872,107,510,False.,1,91,42.260000,248.600000,115,10.140000,119.300000,no,1,3.240000,12.000000,83,8.740000,194.300000,395-8330,WI,25,yes
1873,67,510,False.,2,131,25.930000,152.500000,107,21.450000,252.400000,no,3,1.320000,4.900000,104,8.340000,185.400000,373-8895,WV,0,no
1874,99,415,False.,1,102,24.750000,145.600000,87,19.630000,230.900000,no,7,3.080000,11.400000,86,8.170000,181.500000,386-4581,NY,0,no
1875,46,415,False.,1,116,27.910000,164.200000,153,16.680000,196.200000,no,1,2.190000,8.100000,119,10.620000,236.100000,354-8191,OK,0,no
1876,55,408,False.,1,115,37.570000,221.000000,97,14.060000,165.400000,yes,4,2.620000,9.700000,117,10.590000,235.400000,359-7562,NC,0,no
1877,39,415,True.,1,126,50.220000,295.400000,117,19.730000,232.100000,no,2,3.110000,11.500000,123,9.200000,204.400000,359-4336,KY,0,no
1878,92,510,False.,2,98,23.770000,139.800000,143,14.870000,174.900000,no,7,2.540000,9.400000,135,9.070000,201.600000,336-9901,TX,0,no
1879,56,415,True.,4,99,27.590000,162.300000,78,12.670000,149.100000,no,1,4.000000,14.800000,115,11.500000,255.500000,406-3069,CT,0,no
1880,76,415,True.,0,97,46.360000,272.700000,95,20.090000,236.400000,no,2,2.080000,7.700000,105,10.600000,235.500000,334-6519,NE,0,no
1881,132,408,False.,2,75,34.050000,200.300000,67,19.260000,226.600000,yes,3,3.480000,12.900000,91,8.950000,198.800000,361-8113,HI,33,yes
1882,140,510,False.,1,77,26.710000,157.100000,97,14.650000,172.400000,no,9,3.000000,11.100000,94,8.300000,184.500000,347-9769,SC,28,yes
1883,51,510,False.,2,60,23.090000,135.800000,134,17.050000,200.600000,yes,7,3.320000,12.300000,98,8.660000,192.400000,352-9130,AK,12,yes
1884,27,408,False.,1,110,40.240000,236.700000,92,19.710000,231.900000,no,6,3.430000,12.700000,85,7.410000,164.700000,378-4557,SD,0,no
1885,224,510,False.,3,133,18.940000,111.400000,66,14.880000,175.000000,no,6,1.490000,5.500000,106,9.770000,217.200000,360-8919,ID,0,no
1886,105,510,True.,0,89,26.540000,156.100000,114,9.100000,107.100000,yes,3,3.970000,14.700000,95,7.550000,167.700000,405-4109,OK,28,yes
1887,117,408,False.,2,93,32.490000,191.100000,56,24.040000,282.800000,no,4,3.240000,12.000000,118,3.820000,84.800000,381-2498,WA,0,no
1888,91,415,True.,1,123,26.010000,153.000000,127,11.990000,141.100000,no,15,2.780000,10.300000,76,7.720000,171.500000,357-5696,SD,0,no
1889,135,415,False.,4,123,37.200000,218.800000,64,20.640000,242.800000,no,3,2.780000,10.300000,80,3.860000,85.800000,412-2947,OH,0,no
1890,146,415,False.,3,101,34.920000,205.400000,77,11.470000,134.900000,no,2,2.780000,10.300000,83,13.970000,310.500000,363-3571,VA,0,no
1891,147,415,True.,0,111,38.280000,225.200000,98,15.720000,184.900000,yes,1,2.670000,9.900000,146,6.440000,143.200000,405-5403,WI,0,no
1892,68,510,True.,2,127,42.480000,249.900000,118,21.630000,254.500000,no,6,2.400000,8.900000,98,12.290000,273.200000,330-9354,IN,0,no
1893,68,408,False.,3,89,22.370000,131.600000,109,11.650000,137.000000,no,5,2.750000,10.200000,107,11.530000,256.300000,396-7091,NM,0,no
1894,86,408,False.,0,99,33.640000,197.900000,100,14.080000,165.600000,no,9,2.730000,10.100000,120,9.360000,208.000000,398-3004,HI,21,yes
1895,131,415,False.,1,129,28.310000,166.500000,107,17.870000,210.200000,no,5,2.670000,9.900000,93,11.570000,257.200000,400-4020,KY,0,no
1896,86,415,False.,1,79,38.320000,225.400000,112,15.900000,187.100000,no,3,3.480000,12.900000,112,12.650000,281.100000,356-3448,OH,29,yes
1897,159,415,True.,2,103,46.890000,275.800000,108,16.110000,189.500000,no,5,2.000000,7.400000,93,10.080000,223.900000,335-2019,VT,0,no
1898,134,415,False.,1,105,24.290000,142.900000,61,7.530000,88.600000,no,6,2.920000,10.800000,96,13.050000,290.000000,332-6633,AZ,40,yes
1899,113,510,False.,1,113,35.220000,207.200000,80,21.760000,256.000000,no,1,2.670000,9.900000,87,9.490000,211.000000,359-7648,VT,0,no
1900,132,408,False.,1,100,35.050000,206.200000,118,17.950000,211.200000,no,6,2.750000,10.200000,122,8.830000,196.200000,412-9190,MO,0,no
1901,85,415,False.,1,66,35.750000,210.300000,76,16.640000,195.800000,no,7,3.020000,11.200000,82,9.970000,221.600000,368-9007,AL,0,no
1902,93,510,True.,1,117,38.370000,225.700000,122,10.170000,119.600000,yes,7,3.780000,14.000000,125,8.690000,193.200000,384-5632,NJ,38,yes
1903,174,408,True.,4,91,28.530000,167.800000,91,17.450000,205.300000,no,4,3.920000,14.500000,132,5.850000,130.000000,352-6068,WA,33,yes
1904,61,415,False.,2,118,33.610000,197.700000,96,12.940000,152.200000,no,3,1.890000,7.000000,93,9.950000,221.000000,343-9645,NY,0,no
1905,91,415,False.,1,105,28.870000,169.800000,116,5.540000,65.200000,no,4,2.940000,10.900000,92,6.500000,144.400000,384-7873,DC,39,yes
1906,88,408,False.,2,104,32.400000,190.600000,105,20.170000,237.300000,no,1,2.650000,9.800000,116,9.520000,211.600000,396-2187,NE,28,yes
1907,88,408,False.,2,140,13.650000,80.300000,101,13.030000,153.300000,no,3,3.460000,12.800000,123,13.910000,309.200000,383-5109,MA,45,yes
1908,195,415,False.,0,110,39.390000,231.700000,88,19.130000,225.100000,no,2,3.270000,12.100000,89,9.080000,201.700000,377-7843,VT,36,yes
1909,182,415,False.,0,114,11.750000,69.100000,109,19.580000,230.300000,no,4,1.760000,6.500000,96,11.550000,256.700000,382-7999,NM,0,no
1910,118,408,False.,4,60,32.100000,188.800000,64,18.480000,217.400000,no,7,2.210000,8.200000,100,9.900000,220.100000,328-1222,CO,0,no
1911,103,408,True.,8,125,25.600000,150.600000,126,14.370000,169.100000,no,8,2.810000,10.400000,104,9.950000,221.200000,371-1727,NH,0,no
1912,65,510,False.,2,89,32.640000,192.000000,88,11.860000,139.500000,no,4,1.490000,5.500000,102,8.430000,187.400000,369-8871,IL,0,no
1913,61,408,False.,3,78,27.830000,163.700000,112,9.620000,113.200000,no,3,2.670000,9.900000,118,6.030000,134.100000,335-9726,UT,25,yes
1914,172,415,False.,1,100,35.990000,211.700000,101,16.890000,198.700000,no,9,1.760000,6.500000,136,13.580000,301.700000,357-3709,WV,0,no
1915,72,415,False.,1,103,29.840000,175.500000,120,11.250000,132.300000,no,3,3.190000,11.800000,96,10.930000,242.900000,422-9964,NJ,0,no
1916,113,510,False.,2,120,25.520000,150.100000,85,17.010000,200.100000,no,3,2.970000,11.000000,105,12.000000,266.700000,366-9211,NM,0,no
1917,177,408,False.,1,99,32.220000,189.500000,117,14.990000,176.300000,no,2,3.830000,14.200000,112,10.170000,225.900000,384-9033,ND,0,no
1918,100,408,True.,6,94,12.040000,70.800000,102,18.330000,215.600000,no,1,2.570000,9.500000,125,10.390000,230.800000,382-4932,WA,0,no
1919,67,415,False.,1,102,36.640000,215.500000,95,16.210000,190.700000,no,6,2.320000,8.600000,106,9.650000,214.500000,404-7518,NM,0,no
1920,136,415,False.,3,105,17.290000,101.700000,99,17.240000,202.800000,no,6,2.540000,9.400000,119,6.130000,136.200000,353-1954,DE,0,no
1921,71,415,False.,4,132,43.930000,258.400000,119,10.780000,126.800000,no,8,2.620000,9.700000,87,8.210000,182.400000,391-7166,GA,0,no
1922,134,408,False.,1,126,41.210000,242.400000,115,13.000000,152.900000,no,6,3.190000,11.800000,115,14.320000,318.300000,370-9000,HI,0,no
1923,124,415,False.,1,82,22.410000,131.800000,119,24.170000,284.300000,no,2,3.050000,11.300000,101,13.750000,305.500000,332-3642,CT,0,no
1924,84,415,False.,2,102,32.330000,190.200000,141,16.800000,197.700000,no,6,2.650000,9.800000,102,11.140000,247.500000,412-3898,NJ,0,no
1925,39,408,False.,2,104,26.200000,154.100000,112,17.360000,204.200000,no,4,2.650000,9.800000,92,8.830000,196.200000,366-5640,ME,0,no
1926,110,510,False.,3,127,31.960000,188.000000,118,7.690000,90.500000,no,3,4.130000,15.300000,64,6.760000,150.300000,356-2302,OK,0,no
1927,102,510,False.,1,70,17.530000,103.100000,129,23.380000,275.000000,no,5,3.020000,11.200000,92,6.350000,141.100000,345-9018,TN,0,no
1928,70,415,False.,0,130,29.820000,175.400000,130,13.560000,159.500000,no,4,3.130000,11.600000,96,11.730000,260.600000,365-6205,WY,0,no
1929,142,415,False.,1,93,24.720000,145.400000,98,17.770000,209.100000,no,1,2.940000,10.900000,96,9.630000,214.000000,337-1151,NY,0,no
1930,81,510,False.,1,85,42.600000,250.600000,50,15.970000,187.900000,yes,5,2.110000,7.800000,131,5.410000,120.300000,374-4664,DE,0,no
1931,17,415,False.,1,123,27.460000,161.500000,81,18.210000,214.200000,no,5,2.320000,8.600000,106,14.180000,315.000000,396-9656,RI,0,no
1932,119,408,True.,1,101,44.220000,260.100000,68,21.800000,256.500000,no,2,2.700000,10.000000,89,10.310000,229.100000,377-5043,PA,0,no
1933,105,415,True.,0,124,47.820000,281.300000,96,25.630000,301.500000,no,3,2.350000,8.700000,109,9.130000,202.800000,401-7359,HI,0,no
1934,108,415,True.,3,90,22.120000,130.100000,128,14.200000,167.000000,yes,5,3.670000,13.600000,80,11.010000,244.700000,375-2184,MD,42,yes
1935,90,415,False.,2,118,17.340000,102.000000,134,9.630000,113.300000,no,3,3.080000,11.400000,105,8.490000,188.600000,367-6005,VA,0,no
1936,100,415,False.,1,104,37.180000,218.700000,144,13.180000,155.000000,no,4,3.270000,12.100000,117,4.460000,99.000000,364-2166,IN,33,yes
1937,155,408,False.,1,86,21.850000,128.500000,91,16.010000,188.400000,no,6,1.840000,6.800000,85,11.450000,254.400000,414-4741,OR,30,yes
1938,113,510,True.,2,100,21.880000,128.700000,67,19.300000,227.100000,no,4,2.480000,9.200000,135,8.010000,178.100000,403-9719,AZ,0,no
1939,123,415,False.,1,92,29.270000,172.200000,76,13.820000,162.600000,no,4,2.350000,8.700000,101,11.260000,250.300000,371-8452,WI,0,no
1940,145,408,False.,1,124,33.860000,199.200000,86,10.710000,126.000000,no,3,2.050000,7.600000,135,13.010000,289.200000,392-6239,VA,0,no
1941,42,415,False.,2,98,31.370000,184.500000,93,17.040000,200.500000,no,3,2.380000,8.800000,91,12.560000,279.200000,410-5250,MO,0,no
1942,125,510,False.,0,99,28.660000,168.600000,107,14.930000,175.600000,no,7,2.940000,10.900000,92,10.950000,243.300000,336-1574,NV,0,no
1943,131,415,False.,1,118,29.580000,174.000000,81,17.450000,205.300000,no,3,1.810000,6.700000,90,9.820000,218.200000,406-8324,HI,30,yes
1944,107,415,False.,1,65,39.170000,230.400000,80,21.880000,257.400000,no,3,2.300000,8.500000,88,4.830000,107.300000,411-7110,WA,0,no
1945,48,408,False.,1,73,33.690000,198.200000,115,17.240000,202.800000,no,5,1.380000,5.100000,73,6.590000,146.400000,341-9907,IL,0,no
1946,76,510,False.,0,96,31.640000,186.100000,100,17.990000,211.600000,no,4,2.160000,8.000000,100,10.380000,230.600000,400-8952,IL,0,no
1947,128,415,False.,1,105,25.250000,148.500000,106,20.660000,243.000000,no,2,1.840000,6.800000,114,11.480000,255.200000,333-9266,LA,0,no
1948,73,415,False.,0,109,26.710000,157.100000,83,22.850000,268.800000,no,8,2.700000,10.000000,91,8.170000,181.500000,419-4894,WI,0,no
1949,52,415,True.,4,110,26.350000,155.000000,104,11.340000,133.400000,no,4,1.890000,7.000000,84,7.920000,176.100000,364-9904,TX,0,no
1950,126,415,False.,1,123,21.980000,129.300000,114,15.000000,176.500000,yes,7,2.590000,9.600000,102,6.950000,154.500000,394-3048,MI,26,yes
1951,124,415,False.,1,77,32.050000,188.500000,123,15.470000,182.000000,no,6,1.650000,6.100000,127,9.820000,218.200000,352-6265,NC,0,no
1952,137,408,False.,0,120,35.500000,208.800000,100,19.150000,225.300000,no,5,3.000000,11.100000,130,9.970000,221.600000,357-3187,WA,0,no
1953,71,510,True.,0,82,40.460000,238.000000,94,23.670000,278.500000,no,10,3.190000,11.800000,134,8.690000,193.100000,373-8483,ND,0,no
1954,139,415,False.,0,103,35.890000,211.100000,108,17.590000,206.900000,no,4,1.510000,5.600000,70,8.730000,193.900000,375-9930,NE,0,no
1955,107,510,False.,3,87,33.810000,198.900000,90,17.600000,207.000000,no,4,3.400000,12.600000,76,7.190000,159.800000,352-6282,MS,30,yes
1956,147,408,False.,1,79,36.180000,212.800000,91,17.350000,204.100000,no,2,2.750000,10.200000,113,7.030000,156.200000,396-2945,KY,0,no
1957,116,510,False.,3,126,23.360000,137.400000,94,10.200000,120.000000,no,2,3.350000,12.400000,64,5.860000,130.300000,412-3527,RI,0,no
1958,60,510,False.,2,75,32.610000,191.800000,135,22.760000,267.800000,no,3,3.460000,12.800000,62,9.020000,200.500000,328-4231,NY,31,yes
1959,38,510,False.,0,92,25.330000,149.000000,78,4.180000,49.200000,no,11,3.750000,13.900000,93,7.350000,163.300000,413-9055,TX,0,no
1960,63,408,False.,3,118,19.910000,117.100000,90,21.220000,249.600000,no,4,3.000000,11.100000,84,7.300000,162.200000,363-8755,DE,0,no
1961,94,415,False.,3,79,18.360000,108.000000,152,20.560000,241.900000,no,3,2.810000,10.400000,92,11.340000,252.100000,388-8891,NM,0,no
1962,131,415,False.,0,133,19.180000,112.800000,116,16.950000,199.400000,no,5,2.730000,10.100000,105,6.420000,142.700000,360-1776,RI,0,no
1963,158,510,False.,1,105,29.900000,175.900000,88,16.010000,188.300000,no,6,2.970000,11.000000,98,8.470000,188.300000,411-3578,MS,0,no
1964,139,510,True.,1,109,40.220000,236.600000,107,14.440000,169.900000,no,2,3.000000,11.100000,118,9.550000,212.300000,399-7268,NY,0,no
1965,77,415,False.,1,102,28.800000,169.400000,144,15.720000,184.900000,no,7,0.540000,2.000000,89,10.540000,234.300000,350-1532,NE,0,no
1966,140,415,False.,3,79,22.030000,129.600000,99,20.930000,246.200000,no,10,2.540000,9.400000,124,7.740000,172.100000,359-2197,WI,0,no
1967,72,408,False.,1,97,30.110000,177.100000,105,15.700000,184.700000,no,6,2.160000,8.000000,94,7.830000,174.100000,407-9290,KY,0,no
1968,52,510,False.,1,63,22.660000,133.300000,123,15.650000,184.100000,no,2,3.650000,13.500000,107,12.280000,272.900000,358-6672,SD,20,yes
1969,103,510,False.,5,121,28.530000,167.800000,123,18.100000,212.900000,no,3,3.510000,13.000000,73,9.370000,208.200000,393-4621,VA,0,no
1970,74,415,False.,1,107,29.680000,174.600000,115,26.400000,310.600000,no,4,2.430000,9.000000,92,10.560000,234.700000,336-7357,KS,32,yes
1971,124,415,False.,2,101,25.550000,150.300000,112,21.750000,255.900000,no,4,3.380000,12.500000,62,6.150000,136.700000,351-1466,ND,0,no
1972,85,510,False.,5,110,48.140000,283.200000,108,20.370000,239.700000,no,1,1.700000,6.300000,80,6.730000,149.500000,394-6668,CO,21,yes
1973,113,408,True.,5,83,26.830000,157.800000,56,13.730000,161.500000,no,2,2.350000,8.700000,100,12.220000,271.500000,403-2673,KY,20,yes
1974,71,408,False.,2,132,24.000000,141.200000,90,12.670000,149.100000,no,2,1.890000,7.000000,72,7.710000,171.400000,355-1735,WA,0,no
1975,177,415,False.,1,106,39.130000,230.200000,78,16.670000,196.100000,no,2,2.810000,10.400000,108,9.690000,215.400000,416-7679,NV,27,yes
1976,49,415,True.,2,92,40.430000,237.800000,119,17.760000,208.900000,yes,6,4.210000,15.600000,86,7.550000,167.800000,340-4972,SC,0,no
1977,106,510,True.,3,84,34.680000,204.000000,61,14.320000,168.500000,yes,3,3.590000,13.300000,102,7.380000,164.000000,417-4826,RI,0,no
1978,60,510,False.,1,106,37.590000,221.100000,48,15.180000,178.600000,no,3,2.000000,7.400000,90,9.120000,202.700000,408-6676,ID,0,no
1979,43,408,False.,4,93,30.120000,177.200000,60,12.120000,142.600000,no,2,3.430000,12.700000,144,14.130000,314.100000,417-6683,KY,0,no
1980,66,510,False.,1,133,20.060000,118.000000,99,21.090000,248.100000,no,5,1.430000,5.300000,122,9.650000,214.400000,331-6270,ME,0,no
1981,125,415,False.,0,73,27.850000,163.800000,85,21.730000,255.600000,no,4,4.240000,15.700000,95,8.680000,192.900000,404-9754,SD,0,no
1982,114,510,False.,3,96,24.020000,141.300000,88,19.580000,230.400000,no,3,2.540000,9.400000,85,10.070000,223.700000,364-9425,SC,4,yes
1983,112,415,True.,3,119,46.330000,272.500000,94,19.220000,226.100000,no,5,4.430000,16.400000,94,7.160000,159.100000,339-6477,TN,0,no
1984,101,408,False.,2,112,20.210000,118.900000,97,19.410000,228.300000,no,5,2.210000,8.200000,111,8.100000,180.100000,362-2787,MT,16,yes
1985,70,415,False.,0,100,1.340000,7.900000,83,11.590000,136.400000,no,1,3.270000,12.100000,89,7.050000,156.600000,405-9233,WI,0,no
1986,59,408,False.,0,96,27.120000,159.500000,123,14.210000,167.200000,no,4,2.750000,10.200000,106,6.240000,138.600000,416-1845,AK,0,no
1987,59,408,False.,1,70,25.530000,150.200000,98,15.780000,185.700000,no,2,3.270000,12.100000,128,9.560000,212.500000,385-9657,AZ,0,no
1988,124,415,False.,2,35,24.570000,144.500000,101,22.300000,262.300000,no,7,3.240000,12.000000,82,10.190000,226.500000,420-5652,MT,30,yes
1989,99,415,False.,2,88,23.920000,140.700000,98,17.930000,210.900000,no,4,3.350000,12.400000,125,10.350000,229.900000,415-1141,DE,0,no
1990,150,510,False.,1,123,28.760000,169.200000,83,18.430000,216.800000,no,3,3.400000,12.600000,107,8.070000,179.400000,334-5634,VA,0,no
1991,81,510,False.,2,77,37.540000,220.800000,87,12.620000,148.500000,no,3,2.050000,7.600000,100,8.280000,183.900000,403-4200,MA,0,no
1992,86,510,False.,0,96,36.770000,216.300000,77,22.640000,266.300000,no,3,1.220000,4.500000,110,9.630000,214.000000,357-7893,IN,0,no
1993,84,510,False.,0,96,28.820000,169.500000,94,13.400000,157.600000,no,7,2.860000,10.600000,70,4.420000,98.200000,369-2899,MD,0,no
1994,118,510,False.,1,119,43.570000,256.300000,91,21.940000,258.100000,no,1,3.160000,11.700000,130,9.700000,215.500000,381-1026,NV,35,yes
1995,89,415,False.,1,128,30.550000,179.700000,92,25.480000,299.800000,no,3,2.050000,7.600000,120,8.340000,185.300000,388-8722,CO,0,no
1996,93,415,False.,3,120,45.220000,266.000000,84,11.060000,130.100000,no,6,3.540000,13.100000,63,7.460000,165.800000,418-3135,KS,0,no
1997,85,415,False.,2,97,16.440000,96.700000,95,16.470000,193.800000,no,3,2.620000,9.700000,88,7.730000,171.700000,380-3974,AR,0,no
1998,160,408,False.,0,116,14.060000,82.700000,95,16.540000,194.600000,no,9,2.940000,10.900000,54,7.150000,159.000000,338-7232,WY,0,no
1999,28,415,False.,3,87,28.590000,168.200000,92,13.740000,161.700000,no,3,2.730000,10.100000,112,8.660000,192.400000,334-5223,PA,0,no
2000,73,408,True.,1,109,48.690000,286.400000,67,15.150000,178.200000,no,14,2.890000,10.700000,152,9.640000,214.200000,340-8323,TX,0,no
2001,156,408,False.,3,95,29.630000,174.300000,128,15.860000,186.600000,no,5,3.480000,12.900000,105,11.620000,258.200000,337-6851,NY,0,no
2002,33,415,False.,1,100,32.400000,190.600000,104,13.740000,161.700000,yes,6,3.510000,13.000000,136,8.550000,189.900000,344-5973,OR,0,no
2003,77,510,False.,4,86,29.840000,175.500000,78,17.430000,205.100000,no,3,4.810000,17.800000,100,11.030000,245.200000,335-2261,CA,0,no
2004,119,415,False.,1,102,22.680000,133.400000,71,17.390000,204.600000,no,7,3.000000,11.100000,103,8.860000,196.900000,343-1458,NY,0,no
2005,91,510,False.,3,96,34.780000,204.600000,93,11.560000,136.000000,no,2,1.780000,6.600000,82,9.470000,210.500000,415-4875,AR,27,yes
2006,102,510,False.,3,88,41.170000,242.200000,89,19.820000,233.200000,no,6,1.670000,6.200000,121,8.480000,188.500000,381-2726,MI,0,no
2007,86,415,False.,3,112,43.030000,253.100000,94,17.860000,210.100000,no,4,3.210000,11.900000,98,4.270000,95.000000,395-3852,OK,33,yes
2008,82,415,False.,0,110,22.100000,130.000000,88,15.750000,185.300000,no,4,2.240000,8.300000,105,8.040000,178.700000,358-7914,TX,0,no
2009,89,408,False.,0,151,18.000000,105.900000,142,16.120000,189.600000,no,7,3.430000,12.700000,67,7.690000,170.900000,332-6958,NC,0,no
2010,86,415,False.,3,98,33.010000,194.200000,95,16.470000,193.800000,no,7,2.510000,9.300000,123,8.640000,192.000000,355-1019,ID,0,no
2011,134,408,False.,1,111,31.250000,183.800000,92,10.500000,123.500000,no,2,1.650000,6.100000,105,7.230000,160.700000,382-9447,IL,0,no
2012,92,415,False.,2,82,33.410000,196.500000,89,16.150000,190.000000,no,2,2.920000,10.800000,99,7.340000,163.200000,386-8536,OR,0,no
2013,87,510,False.,3,81,31.370000,184.500000,103,14.620000,172.000000,no,3,3.700000,13.700000,96,8.250000,183.400000,363-3818,SD,0,no
2014,64,408,False.,0,113,44.520000,261.900000,99,12.590000,148.100000,no,4,3.730000,13.800000,74,6.530000,145.200000,360-6416,NE,0,no
2015,80,510,False.,3,118,34.410000,202.400000,67,22.120000,260.200000,no,5,2.480000,9.200000,112,7.980000,177.400000,332-8764,RI,0,no
2016,165,415,False.,3,113,28.460000,167.400000,94,14.680000,172.700000,no,4,2.570000,9.500000,113,8.670000,192.600000,398-4814,MD,39,yes
2017,153,415,False.,1,104,28.510000,167.700000,91,20.980000,246.800000,no,11,2.030000,7.500000,117,9.180000,203.900000,410-5963,ID,22,yes
2018,41,415,False.,1,109,32.590000,191.700000,86,16.410000,193.000000,no,4,3.000000,11.100000,93,6.720000,149.400000,399-6642,ME,30,yes
2019,108,415,False.,2,78,40.830000,240.200000,109,19.580000,230.300000,no,1,1.400000,5.200000,83,9.760000,217.000000,390-9986,SD,0,no
2020,104,415,False.,1,112,32.150000,189.100000,97,15.150000,178.200000,no,4,3.000000,11.100000,104,8.970000,199.300000,391-1793,NY,26,yes
2021,115,408,False.,1,67,21.710000,127.700000,90,15.550000,182.900000,no,7,2.860000,10.600000,92,7.780000,172.900000,352-5542,DE,0,no
2022,87,415,False.,1,106,34.880000,205.200000,122,8.460000,99.500000,no,3,3.620000,13.400000,75,8.530000,189.500000,386-8118,OK,0,no
2023,159,415,False.,2,93,26.110000,153.600000,88,18.440000,216.900000,no,3,3.400000,12.600000,91,7.260000,161.300000,394-9825,SC,23,yes
2024,119,510,False.,2,129,26.270000,154.500000,87,16.460000,193.600000,no,3,3.620000,13.400000,145,8.140000,180.900000,382-4952,IN,0,no
2025,69,415,False.,1,109,26.130000,153.700000,105,16.490000,194.000000,no,6,3.810000,14.100000,114,11.520000,256.100000,387-2698,NV,0,no
2026,87,408,False.,1,138,29.100000,171.200000,102,15.790000,185.800000,yes,3,2.920000,10.800000,97,10.240000,227.600000,417-1360,IL,36,yes
2027,93,510,True.,1,106,55.780000,328.100000,89,12.890000,151.700000,no,3,2.350000,8.700000,114,13.660000,303.500000,408-4836,SD,0,no
2028,154,415,True.,0,69,24.800000,145.900000,141,17.700000,208.200000,yes,10,3.890000,14.400000,106,8.140000,180.900000,374-8329,OK,0,no
2029,57,415,False.,1,76,34.200000,201.200000,122,23.810000,280.100000,no,1,3.190000,11.800000,110,6.940000,154.200000,363-8424,KS,37,yes
2030,130,510,False.,5,72,23.650000,139.100000,112,20.910000,246.000000,no,9,3.080000,11.400000,121,9.320000,207.200000,408-8910,IA,0,no
2031,151,415,False.,2,128,20.210000,118.900000,65,23.660000,278.300000,no,10,3.560000,13.200000,61,8.770000,194.800000,399-3840,NJ,0,no
2032,162,408,True.,2,87,36.990000,217.600000,71,23.720000,279.000000,no,4,2.810000,10.400000,65,11.280000,250.700000,367-8692,NJ,0,no
2033,60,415,False.,1,133,24.650000,145.000000,92,17.770000,209.100000,no,2,3.940000,14.600000,112,14.780000,328.500000,387-4504,MT,0,no
2034,81,510,False.,3,89,34.600000,203.500000,69,24.620000,289.600000,no,3,2.350000,8.700000,71,9.580000,212.900000,328-2647,IA,0,no
2035,132,415,False.,3,115,40.820000,240.100000,91,15.330000,180.400000,no,6,2.160000,8.000000,122,6.000000,133.400000,369-7903,WA,0,no
2036,86,408,False.,1,121,14.250000,83.800000,96,20.420000,240.200000,no,8,1.810000,6.700000,108,7.140000,158.600000,399-6852,NE,0,no
2037,136,408,True.,1,106,45.870000,269.800000,101,19.450000,228.800000,no,8,2.730000,10.100000,106,11.590000,257.500000,335-4888,TX,0,no
2038,121,415,False.,1,84,21.470000,126.300000,102,17.820000,209.600000,no,2,2.860000,10.600000,129,8.660000,192.500000,344-2260,MS,21,yes
2039,105,510,False.,2,125,14.980000,88.100000,142,14.950000,175.900000,no,1,2.620000,9.700000,85,12.150000,269.900000,349-4070,IA,15,yes
2040,105,415,False.,2,61,37.150000,218.500000,74,16.720000,196.700000,no,4,2.670000,9.900000,103,6.800000,151.100000,394-6505,WI,34,yes
2041,51,415,False.,1,61,40.260000,236.800000,97,22.390000,263.400000,no,8,3.020000,11.200000,91,8.150000,181.100000,419-3612,MT,26,yes
2042,64,408,False.,3,117,21.100000,124.100000,108,16.390000,192.800000,no,5,1.730000,6.400000,84,7.330000,162.900000,356-1952,GA,0,no
2043,80,510,False.,0,132,31.310000,184.200000,109,14.240000,167.500000,yes,10,2.700000,10.000000,114,9.580000,212.800000,416-7866,MT,30,yes
2044,56,415,False.,4,133,37.860000,222.700000,89,23.550000,277.000000,no,4,3.670000,13.600000,94,4.580000,101.800000,398-1759,ND,0,no
2045,120,415,False.,1,98,25.360000,149.200000,88,16.460000,193.600000,no,5,3.000000,11.100000,119,11.200000,248.900000,338-9950,VT,0,no
2046,103,510,False.,3,125,35.110000,206.500000,113,15.320000,180.200000,no,4,3.290000,12.200000,95,9.930000,220.600000,412-7278,SD,0,no
2047,164,510,False.,3,102,27.150000,159.700000,113,14.350000,168.800000,no,9,2.590000,9.600000,127,10.980000,244.100000,347-1263,OH,27,yes
2048,116,415,False.,2,118,34.800000,204.700000,91,17.800000,209.400000,no,2,1.890000,7.000000,67,9.580000,212.900000,386-5684,OH,27,yes
2049,121,408,False.,1,79,36.240000,213.200000,116,10.260000,120.700000,no,4,2.030000,7.500000,102,11.000000,244.400000,334-4354,MT,0,no
2050,55,415,False.,1,121,45.830000,269.600000,91,14.590000,171.700000,yes,6,2.210000,8.200000,98,9.860000,219.000000,398-5970,IL,0,no
2051,183,415,False.,2,92,19.840000,116.700000,112,18.170000,213.800000,no,6,2.620000,9.700000,112,9.640000,214.300000,330-3429,NV,0,no
2052,104,408,False.,0,101,44.780000,263.400000,117,20.020000,235.500000,no,4,3.510000,13.000000,146,4.590000,102.000000,418-4637,UT,0,no
2053,90,408,False.,1,97,23.830000,140.200000,102,18.180000,213.900000,no,2,1.920000,7.100000,126,5.400000,120.000000,393-7322,NH,0,no
2054,82,415,False.,1,101,33.610000,197.700000,83,10.850000,127.600000,no,3,3.650000,13.500000,103,6.390000,142.100000,353-5557,LA,0,no
2055,101,415,False.,3,92,23.150000,136.200000,110,18.780000,220.900000,no,7,3.590000,13.300000,116,8.860000,196.900000,411-5334,VT,0,no
2056,9,415,False.,2,87,15.050000,88.500000,108,15.200000,178.800000,no,3,3.110000,11.500000,96,10.290000,228.700000,398-8588,NY,16,yes
